DAUID,Pop2016,Density,AgeTot,0_14%,15_64%,65over%,AvgHouseSize,OffLangTot,OffLangNo,OffLangNo%,LangTot,LangChinese,LangChi%,AvgDwellVal,AvgRent
24662782,623,4226.6,625,20,64,16,2.6,620,20,3.23,585,0,0.00,408117,820
24662783,537,6920.1,540,16.7,63,20.4,2.4,540,15,2.78,525,0,0.00,398007,1105
24662784,644,6180.4,645,14.7,62,24,2.6,635,25,3.94,645,10,1.55,309038,714
24662785,602,6323.5,605,19.8,63.6,15.7,2.8,600,25,4.17,635,0,0.00,334459,747
24662786,517,3458.2,520,14.4,66.3,19.2,2.9,510,10,1.96,480,0,0.00,331585,0
24662787,519,10380,520,24,64.4,11.5,3.2,520,20,3.85,525,15,2.86,331256,791
24662788,463,7279.9,465,20.4,59.1,19.4,2.4,465,10,2.15,455,0,0.00,296003,742
24662789,567,3669.9,570,15.8,61.4,21.9,2.9,570,20,3.51,540,0,0.00,306672,0
24662790,596,4535.8,595,20.2,64.7,15.1,2.6,600,20,3.33,680,10,1.47,309649,764
24662791,720,7767,720,18.1,67.4,14.6,2.6,720,25,3.47,645,0,0.00,287562,796
24662792,468,7101.7,470,12.8,68.1,19.1,2.1,445,15,3.37,460,10,2.17,315163,687
24662793,484,8053.2,480,18.8,67.7,14.6,2.6,485,5,1.03,395,15,3.80,283835,731
24662794,624,4649.8,625,16.8,67.2,15.2,2.3,625,5,0.80,635,0,0.00,411482,821
24662795,482,6055.3,480,14.6,66.7,18.8,2.1,485,5,1.03,515,0,0.00,630292,723
24662796,552,5903.7,555,19.8,64.9,15.3,2.4,555,15,2.70,530,0,0.00,284465,709
24662797,589,12400,585,21.4,69.2,11.1,2.2,565,15,2.65,550,15,2.73,245749,710
24662798,869,7111.3,870,16.1,61.5,23,2.1,865,10,1.16,945,0,0.00,356060,739
24662799,386,7366.4,385,14.3,66.2,18.2,2.3,385,5,1.30,440,0,0.00,314786,834
24662800,544,6167.8,540,19.4,66.7,14.8,2.3,540,25,4.63,540,0,0.00,253500,714
24662801,510,10099,510,21.6,62.7,16.7,2.5,510,20,3.92,505,15,2.97,363555,817
24662802,504,9247.7,505,19.8,68.3,10.9,2.9,505,10,1.98,425,10,2.35,255249,839
24662803,268,9470,265,17,69.8,13.2,2.2,265,10,3.77,300,20,6.67,0,749
24662804,564,8281.9,565,17.7,66.4,15,2.5,535,20,3.74,505,0,0.00,338246,662
24662805,561,6032.3,560,18.8,67.9,13.4,2.5,560,15,2.68,555,0,0.00,327658,729
24662806,515,14884.4,515,24.3,66,10.7,2.9,515,15,2.91,555,0,0.00,256655,752
24662807,497,4530.5,500,13,57,30,2.5,470,5,1.06,475,0,0.00,444428,979
24662808,441,6016.4,440,15.9,62.5,21.6,2.3,440,10,2.27,445,0,0.00,309801,652
24662809,527,3980.4,525,16.2,58.1,25.7,2.5,520,15,2.88,505,40,7.92,377161,641
24662810,534,3325,535,9.3,61.7,29,2.6,530,20,3.77,515,0,0.00,339418,662
24662811,532,6633.4,530,16,59.4,25.5,2.3,535,10,1.87,565,0,0.00,388128,685
24662812,385,5492.2,385,13,51.9,35.1,2.5,385,10,2.60,340,0,0.00,339567,828
24662813,670,12181.8,670,27.6,63.4,8.2,2.4,670,10,1.49,705,0,0.00,0,556
24662814,760,19191.9,760,19.1,69.7,11.2,2.1,760,5,0.66,750,0,0.00,0,751
24662815,727,23152.9,725,21.4,69,9.7,2.3,725,15,2.07,670,0,0.00,0,707
24662816,574,18819.7,575,20,66.1,13.9,2.3,570,10,1.75,580,0,0.00,377314,747
24662817,685,3027,685,22.6,64.2,12.4,2.4,685,10,1.46,630,0,0.00,360129,707
24662819,1032,8716.2,1030,1.9,16.5,81.6,1.5,1035,5,0.48,755,10,1.32,391964,1334
24662821,1272,5191.8,1275,2,11.4,86.7,1.4,1235,5,0.40,1220,0,0.00,439691,1456
24662822,600,3355.7,600,11.7,72.5,15.8,2.4,600,20,3.33,565,75,13.27,249906,0
24662823,406,4159.8,405,12.3,69.1,18.5,2.8,405,15,3.70,425,0,0.00,404566,0
24662824,404,5738.6,405,16,63,19.8,3,400,15,3.75,425,0,0.00,359166,779
24662825,327,4732.3,330,12.1,60.6,27.3,2.3,325,15,4.62,350,0,0.00,483598,788
24662826,626,9033.2,630,16.7,67.5,15.1,2.3,630,10,1.59,540,10,1.85,250171,787
24662827,845,8535.4,845,15.4,68.6,16,2.3,845,25,2.96,775,0,0.00,233938,870
24662828,367,4735.5,365,11,61.6,26,2.9,360,15,4.17,420,10,2.38,404189,0
24662829,484,6797.8,485,11.3,67,20.6,2,485,10,2.06,480,0,0.00,217184,668
24662830,541,4737.3,540,13.9,58.3,26.9,2.3,540,25,4.63,535,10,1.87,297162,779
24662831,448,5663.7,445,13.5,76.4,11.2,3,445,5,1.12,470,0,0.00,325198,0
24662832,469,5790.1,465,15.1,69.9,16.1,3.2,470,15,3.19,455,0,0.00,366389,0
24662833,481,8438.6,480,12.5,66.7,21.9,3.1,485,20,4.12,530,0,0.00,252250,0
24662834,583,13589.7,580,23.3,69.8,8.6,2.5,585,15,2.56,595,0,0.00,0,772
24662835,393,6318.3,395,8.9,72.2,17.7,3,395,15,3.80,355,0,0.00,244112,0
24662836,490,7163.7,490,17.3,64.3,18.4,2.3,480,10,2.08,450,0,0.00,418419,773
24662837,433,6030.6,435,14.9,58.6,25.3,2.3,435,15,3.45,380,0,0.00,299741,776
24662838,417,3175.9,415,10.8,67.5,22.9,2.8,420,20,4.76,415,0,0.00,385597,0
24662839,1315,1409.9,1320,25.4,66.7,8,2.9,1315,40,3.04,1345,115,8.55,437827,651
24662840,599,9553.4,600,17.5,65,17.5,2.3,600,10,1.67,725,0,0.00,448049,749
24662841,699,4501,700,19.3,66.4,13.6,2.9,700,20,2.86,720,0,0.00,369168,712
24662842,711,9608.1,710,18.3,66.9,14.8,2.3,710,15,2.11,800,0,0.00,286180,848
24662843,545,3677.5,545,12.8,64.2,22.9,2.9,545,20,3.67,605,0,0.00,352774,883
24662844,364,3318.1,360,8.3,65.3,26.4,2.6,365,10,2.74,325,0,0.00,368405,759
24662845,392,5077.7,390,9,64.1,26.9,2.6,390,15,3.85,390,0,0.00,366808,683
24662848,501,7466.5,500,7,71,23,1.8,500,10,2.00,520,10,1.92,206561,0
24662849,864,137.2,860,16.3,61.6,22.7,2.5,855,15,1.75,820,30,3.66,447031,767
24662850,492,1660.5,490,15.3,61.2,23.5,2.4,490,20,4.08,570,0,0.00,401412,769
24662851,656,6271.5,655,15.3,71,13,2.7,655,20,3.05,740,0,0.00,424462,712
24662852,472,7329.2,470,16,63.8,21.3,2.9,470,20,4.26,470,55,11.70,279095,786
24662853,404,8669.5,400,16.3,62.5,21.3,2.2,405,20,4.94,405,0,0.00,568914,819
24662854,629,7892.1,630,9.5,63.5,27,2.2,630,45,7.14,490,0,0.00,333975,749
24662855,423,8326.8,420,15.5,66.7,17.9,2.4,425,25,5.88,370,0,0.00,510309,724
24662856,292,5615.4,295,11.9,69.5,16.9,2.8,290,10,3.45,290,0,0.00,365076,0
24662857,346,6407.4,345,14.5,66.7,20.3,2.2,345,10,2.90,360,0,0.00,377861,757
24662858,757,6699.1,755,10.6,68.9,21.2,2.6,750,30,4.00,710,0,0.00,301886,0
24662859,572,6916.6,570,18.4,67.5,14,2.8,570,20,3.51,590,0,0.00,294660,725
24662860,1100,8429.1,1100,19.1,61.8,19.1,2.3,1100,25,2.27,1105,30,2.71,346290,776
24662861,648,5689.2,645,13.2,64.3,22.5,2.6,645,35,5.43,630,25,3.97,431289,796
24662862,669,4585.3,665,17.3,66.9,16.5,3.2,670,15,2.24,665,20,3.01,429751,0
24662863,499,13131.6,500,19,69,12,2.3,500,10,2.00,560,0,0.00,321734,641
24662864,1205,7819.6,1205,25.7,65.6,8.7,2.8,1205,20,1.66,1330,0,0.00,311185,605
24662865,602,5207.6,600,14.2,66.7,19.2,2.7,605,10,1.65,530,10,1.89,279212,0
24662866,485,4979.5,485,16.5,71.1,12.4,3,465,5,1.08,425,0,0.00,347910,0
24662867,401,4831.3,405,9.9,63,25.9,2.7,395,15,3.80,335,10,2.99,327253,0
24662868,495,3710.6,495,17.2,61.6,20.2,3,495,10,2.02,495,0,0.00,406981,0
24662869,500,2880.2,500,10,71,20,2.4,500,10,2.00,500,0,0.00,286220,718
24662870,757,2654.3,755,13.2,67.5,19.2,2.7,755,10,1.32,765,0,0.00,490206,976
24662871,443,4619.4,445,15.7,65.2,19.1,2.6,435,5,1.15,430,0,0.00,318160,942
24662872,393,2712.2,395,19,65.8,13.9,2.6,380,5,1.32,360,0,0.00,317883,954
24662873,408,8395.1,405,18.5,61.7,19.8,2.7,410,15,3.66,405,0,0.00,334689,742
24662874,576,5198.6,575,13.9,63.5,21.7,2.8,575,20,3.48,560,0,0.00,403179,824
24662875,446,8431,450,16.7,66.7,15.6,3.2,445,15,3.37,445,15,3.37,231739,0
24662876,255,8885,255,15.7,68.6,17.6,3.2,255,0,0.00,260,0,0.00,210544,0
24662877,413,4231.6,415,10.8,63.9,25.3,3.1,415,5,1.20,450,0,0.00,297467,0
24662878,446,5278.1,445,13.5,68.5,19.1,2.9,445,10,2.25,485,10,2.06,351112,0
24662879,299,5059.2,300,10,53.3,35,2.4,300,20,6.67,355,0,0.00,421915,879
24662880,413,6737.4,410,15.9,61,23.2,2.6,415,30,7.23,385,10,2.60,408106,601
24662881,451,2813.5,450,13.3,56.7,31.1,2.6,450,30,6.67,450,0,0.00,436253,0
24662882,607,8525.3,610,14.8,70.5,13.1,2.3,605,10,1.65,595,0,0.00,321359,828
24662883,484,6157.8,485,17.5,62.9,19.6,2.8,485,5,1.03,395,10,2.53,495806,719
24662884,660,4529.9,660,33.3,59.8,6.8,3.7,660,10,1.52,625,0,0.00,482815,501
24662885,522,1894,520,19.2,61.5,19.2,2.7,520,10,1.92,435,0,0.00,430429,761
24662886,537,7047.2,535,23.4,71,6.5,2.3,540,0,0.00,500,0,0.00,397572,730
24662887,439,9032.9,440,20.5,69.3,11.4,2.6,440,10,2.27,465,10,2.15,324554,927
24662888,625,3292.9,625,20.8,67.2,12,2.7,625,10,1.60,665,0,0.00,350774,761
24662889,614,6525,610,17.2,75.4,7.4,2.9,610,10,1.64,620,0,0.00,400807,882
24662890,545,6933.8,545,24.8,68.8,6.4,3,545,10,1.83,555,0,0.00,282115,772
24662891,567,7590.4,570,18.4,70.2,10.5,2.7,570,10,1.75,560,0,0.00,300578,887
24662892,596,5797.7,595,19.3,67.2,12.6,3.3,595,20,3.36,545,0,0.00,411761,0
24662893,541,4546.2,540,14.8,65.7,19.4,2.8,540,5,0.93,610,0,0.00,313888,539
24662894,536,4164.7,535,15.9,69.2,15,2.7,535,10,1.87,580,0,0.00,329032,852
24662895,645,5343.8,645,17.1,68.2,14,2.8,645,5,0.78,555,20,3.60,300228,802
24662896,565,5953.6,565,13.3,71.7,15,3.1,565,10,1.77,580,10,1.72,291132,788
24662897,1392,3813.7,1395,21.1,71.7,7.2,3,1395,25,1.79,1410,10,0.71,272671,0
24662898,482,4568.7,485,12.4,70.1,16.5,3.7,480,35,7.29,490,20,4.08,292555,0
24662899,505,2107.7,510,22.5,66.7,9.8,3.3,505,5,0.99,475,0,0.00,273790,1011
24662900,555,4924.6,555,16.2,68.5,15.3,2.9,555,15,2.70,490,0,0.00,287828,742
24662901,531,2928.8,535,13.1,72,13.1,2.8,530,20,3.77,540,0,0.00,355742,775
24662902,628,2287,625,20.8,67.2,12,2.7,625,10,1.60,635,0,0.00,296730,948
24662903,646,521.8,645,13.2,61.2,25.6,2.3,645,30,4.65,610,20,3.28,383721,935
24662904,695,812.4,695,16.5,69.8,13.7,3.2,695,20,2.88,715,0,0.00,348674,0
24662905,619,73,620,14.5,74.2,11.3,2.1,580,0,0.00,505,0,0.00,265232,729
24662906,849,853.9,850,12.4,61.8,26.5,2.1,755,5,0.66,735,0,0.00,322360,636
24662907,596,5283.7,600,16.7,70.8,11.7,2.4,595,5,0.84,635,30,4.72,401669,911
24662908,493,18464.4,495,20.2,65.7,13.1,2.6,470,10,2.13,505,0,0.00,384621,922
24662909,3211,5218.6,3210,26.9,67.9,5,2.7,3210,40,1.25,3075,100,3.25,326026,733
24662910,578,11536.9,580,17.2,71.6,12.1,2.2,570,5,0.88,655,35,5.34,494347,783
24662911,606,1531.1,605,15.7,70.2,14.9,2.6,605,5,0.83,580,0,0.00,262507,774
24662912,489,6269.2,490,12.2,71.4,15.3,2.2,485,5,1.03,485,0,0.00,258800,704
24662913,353,5594.3,350,15.7,67.1,17.1,2.4,355,0,0.00,335,0,0.00,276370,775
24662914,561,4598.4,560,15.2,70.5,14.3,2.2,540,0,0.00,515,0,0.00,222369,631
24662915,435,6083.9,435,11.5,70.1,19.5,1.9,405,5,1.23,395,0,0.00,267155,729
24662916,723,3201.9,725,13.8,64.8,20.7,2.2,720,5,0.69,735,0,0.00,264663,849
24662917,470,3547.2,470,14.9,64.9,19.1,2.5,430,0,0.00,465,0,0.00,237197,672
24662918,606,8833.8,605,14.9,70.2,15.7,2.3,605,5,0.83,635,10,1.57,236029,647
24662919,500,3474.6,500,17,64,18,2.7,495,5,1.01,495,0,0.00,247542,782
24662920,448,5565.2,445,11.2,67.4,21.3,2.1,425,5,1.18,370,0,0.00,265924,741
24662921,702,173.3,705,8.5,49.6,41.8,2.8,700,5,0.71,435,0,0.00,293984,0
24662922,589,6053.4,585,10.3,63.2,28.2,1.8,585,5,0.85,605,0,0.00,187808,813
24662923,444,3874.3,445,14.6,66.3,18,2.6,435,5,1.15,460,0,0.00,263964,0
24662924,432,10460,435,21.8,67.8,9.2,2.7,430,5,1.16,445,0,0.00,187627,0
24662925,590,8115.5,590,21.2,66.1,12.7,2.2,590,15,2.54,620,15,2.42,196639,710
24662926,514,10821.1,515,13.6,67,20.4,1.9,515,0,0.00,495,0,0.00,170139,767
24662927,390,7975.5,390,9,62.8,28.2,1.8,380,0,0.00,325,0,0.00,299090,719
24662928,494,4422.6,495,15.2,61.6,23.2,2.5,495,5,1.01,475,0,0.00,278984,0
24662929,421,3719.1,420,8.3,69,23.8,1.7,420,0,0.00,405,0,0.00,173879,758
24662930,490,4861.1,490,11.2,74.5,14.3,2.7,490,0,0.00,460,0,0.00,270017,0
24662931,480,3678.2,480,11.5,75,14.6,2.1,480,10,2.08,420,0,0.00,274213,779
24662932,595,6625.8,595,18.5,68.1,13.4,2.2,595,5,0.84,585,0,0.00,202426,388
24662933,448,1588.1,450,14.4,71.1,13.3,2.6,445,0,0.00,400,10,2.50,274629,0
24662934,516,2106.1,520,20.2,67.3,12.5,2.5,515,0,0.00,510,0,0.00,321681,881
24662935,720,982.4,720,13.9,57.6,27.8,2,720,5,0.69,745,0,0.00,278839,701
24662936,1626,292.8,1625,21.5,70.8,8,2.7,1625,15,0.92,1735,0,0.00,403744,900
24662937,635,3045.6,640,14.8,75,9.4,3.2,640,5,0.78,600,0,0.00,356184,0
24662938,453,626.5,455,9.9,74.7,15.4,2.7,410,5,1.22,390,0,0.00,321709,0
24662939,1888,4716.5,1885,23.9,70.8,5.3,3.2,1885,15,0.80,1810,10,0.55,416363,909
24662940,750,7082.2,750,22,70.7,8,2.9,750,15,2.00,710,0,0.00,304144,906
24662941,491,8629.2,495,22.2,70.7,6.1,3.2,495,5,1.01,515,15,2.91,245447,0
24662942,1371,540.5,1375,17.5,77.1,5.8,3.1,890,20,2.25,905,20,2.21,301848,778
24662943,1352,5100,1355,27.7,67.2,5.2,3.4,1355,15,1.11,1350,10,0.74,388699,0
24662944,506,5075.2,505,17.8,72.3,9.9,3.3,505,10,1.98,505,0,0.00,292769,0
24662945,510,7296.1,510,15.7,76.5,7.8,3.3,505,5,0.99,480,10,2.08,303232,0
24662946,1000,5824.1,1000,23,70.5,7,3.1,1000,15,1.50,1005,15,1.49,374352,995
24662947,839,2837.3,840,16.7,62.5,21.4,2.3,830,15,1.81,850,0,0.00,282054,593
24662948,1350,453.8,1350,17.4,73.7,8.5,2.6,1350,0,0.00,1375,0,0.00,298998,923
24662949,739,1624.2,740,17.6,71.6,10.8,2.4,725,5,0.69,755,0,0.00,248774,0
24662951,645,1328,645,14,72.1,13.2,2.6,645,0,0.00,660,0,0.00,379864,877
24662952,530,4083.2,530,11.3,65.1,23.6,2.4,530,5,0.94,500,0,0.00,263128,0
24662953,407,1585.5,410,15.9,62.2,20.7,2.6,410,5,1.22,415,15,3.61,306383,0
24662954,452,4192.9,450,13.3,65.6,21.1,2.8,450,5,1.11,415,0,0.00,284102,0
24662955,480,6779.7,480,14.6,66.7,18.8,2.6,465,0,0.00,500,0,0.00,316718,723
24662956,347,4753.4,350,11.4,70,15.7,2.5,345,0,0.00,310,0,0.00,265484,615
24662957,438,4014.7,440,17,70.5,11.4,2.2,430,5,1.16,425,0,0.00,257170,754
24662958,654,3548.6,655,16,67.9,16,2.1,645,10,1.55,655,0,0.00,387636,816
24662961,695,7521.6,695,14.4,61.2,25.2,1.8,695,20,2.88,715,0,0.00,206406,637
24662962,419,10448.9,415,21.7,57.8,20.5,2.7,410,15,3.66,475,0,0.00,415688,827
24662963,444,13293.4,445,19.1,62.9,18,2.8,445,15,3.37,405,0,0.00,369439,848
24662964,420,941.7,420,14.3,64.3,20.2,2.2,420,15,3.57,425,10,2.35,383955,774
24662965,623,13662.3,625,16.8,61.6,21.6,1.9,610,15,2.46,540,15,2.78,0,700
24662966,579,29845.4,580,15.5,70.7,13.8,1.8,580,15,2.59,640,0,0.00,0,701
24662967,561,1778.1,560,24.1,60.7,15.2,2.8,565,15,2.65,525,10,1.90,370126,811
24662968,710,7128.5,710,15.5,69,15.5,2.1,710,20,2.82,730,10,1.37,316965,733
24662969,730,657.8,730,22.6,61,17.1,2.6,730,30,4.11,720,10,1.39,633188,837
24662970,545,11054.8,545,19.3,66.1,16.5,2.4,545,15,2.75,520,0,0.00,605796,866
24662971,406,9022.2,405,19.8,63,17.3,2.5,405,15,3.70,390,10,2.56,446250,800
24662972,512,4122.4,515,19.4,64.1,15.5,2.8,515,50,9.71,520,20,3.85,413233,818
24662973,513,6364.8,515,18.4,62.1,19.4,2.6,515,30,5.83,430,10,2.33,373938,736
24662974,561,9606.2,560,18.8,60.7,20.5,2.6,560,25,4.46,590,0,0.00,439432,791
24662975,600,11605.4,600,17.5,67.5,14.2,2.1,600,15,2.50,525,0,0.00,368212,726
24662976,584,2805,585,16.2,62.4,21.4,2,585,15,2.56,590,0,0.00,388547,681
24662977,377,8587.7,375,13.3,65.3,21.3,2.1,380,5,1.32,370,0,0.00,441124,722
24662978,355,8765.4,355,16.9,64.8,18.3,2,355,5,1.41,360,0,0.00,447123,760
24662979,718,5790.3,720,20.1,63.9,15.3,2.2,720,15,2.08,730,0,0.00,477532,738
24662980,756,13309.9,755,15.2,60.9,22.5,1.9,755,15,1.99,700,0,0.00,273976,606
24662981,459,3753.1,455,13.2,73.6,14.3,1.7,460,10,2.17,465,15,3.23,366622,697
24662982,456,21013.8,460,15.2,78.3,6.5,1.9,455,15,3.30,405,0,0.00,207022,728
24662983,449,4104.2,450,16.7,60,23.3,3,450,10,2.22,405,10,2.47,693703,0
24662984,703,694.2,705,17.7,69.5,12.8,3.4,705,10,1.42,660,40,6.06,1073651,0
24662985,452,778,455,8.8,33,58.2,2.9,200,0,0.00,155,0,0.00,614482,0
24662986,364,1242.3,360,15.3,61.1,25,2.9,360,0,0.00,360,0,0.00,738758,0
24662987,720,974.8,720,14.6,66.7,18.8,3.1,720,25,3.47,815,20,2.45,401635,0
24662988,727,1403.7,725,17.9,66.2,15.2,2.8,690,20,2.90,625,45,7.20,474217,769
24662989,377,4683.2,375,12,68,21.3,3,375,15,4.00,335,15,4.48,286771,0
24662992,486,8168.1,485,39.2,57.7,3.1,3.7,485,10,2.06,545,0,0.00,0,803
24662993,253,7857.1,255,21.6,64.7,13.7,2.3,255,5,1.96,280,10,3.57,0,748
24662994,607,3402.5,605,24.8,66.1,9.9,3,610,20,3.28,580,15,2.59,272880,822
24662995,439,2103.5,440,18.2,65.9,15.9,2.6,440,10,2.27,415,0,0.00,403930,847
24662996,398,2752.4,400,16.3,62.5,21.3,2.8,395,15,3.80,380,15,3.95,369372,0
24662997,771,11611.4,770,22.1,70.1,7.8,2.2,770,30,3.90,705,0,0.00,0,783
24662998,32,262.1,,,,,,,,#DIV/0!,,,#DIV/0!,,
24662999,354,6982.2,355,19.7,71.8,9.9,2.8,350,25,7.14,350,15,4.29,388391,975
24663000,395,3577.9,395,15.2,64.6,20.3,2.9,390,0,0.00,395,10,2.53,363458,0
24663001,359,2883.5,360,9.7,65.3,23.6,3.1,360,10,2.78,380,15,3.95,379053,0
24663002,1442,3145.7,1440,17,66.3,17,3.1,1440,40,2.78,1340,50,3.73,328590,0
24663003,1153,2185.8,1155,18.6,67.1,13.4,3,1150,15,1.30,1310,45,3.44,444169,0
24663004,429,2748.2,430,12.8,68.6,18.6,2.9,430,10,2.33,455,0,0.00,337986,0
24663005,420,2155,420,15.5,63.1,21.4,2.7,420,5,1.19,440,10,2.27,367122,0
24663006,421,2700.4,420,16.7,63.1,20.2,2.9,420,10,2.38,355,0,0.00,362843,0
24663007,405,2390.8,405,16,63,22.2,2.9,405,15,3.70,430,0,0.00,346834,0
24663008,485,2340.7,485,16.5,62.9,19.6,2.9,475,10,2.11,505,20,3.96,334742,0
24663009,646,3982.7,645,17.8,64.3,17.1,2.7,650,15,2.31,690,0,0.00,259567,884
24663010,280,2137.4,280,16.1,66.1,17.9,2.4,280,5,1.79,215,0,0.00,353679,796
24663011,593,4900.8,590,20.3,66.1,13.6,2.6,585,10,1.71,535,10,1.87,281921,991
24663012,505,3553.8,505,16.8,71.3,11.9,2.5,495,5,1.01,450,0,0.00,395891,798
24663013,582,4802,580,6.9,61.2,32.8,1.5,580,10,1.72,620,20,3.23,255360,901
24663014,604,2146.4,605,15.7,65.3,18.2,2.9,605,5,0.83,525,10,1.90,334517,0
24663015,726,6630.1,725,13.8,60,26.2,2.2,725,15,2.07,650,20,3.08,293537,667
24663016,589,6259.3,590,16.9,71.2,11,2.6,590,25,4.24,630,0,0.00,326382,808
24663017,928,4788.4,925,21.6,68.1,10.8,3,930,45,4.84,890,40,4.49,317234,844
24663018,584,12425.5,585,12.8,69.2,17.1,1.8,585,25,4.27,570,0,0.00,205934,836
24663019,488,8546.4,490,20.4,71.4,7.1,2.7,480,10,2.08,440,0,0.00,0,858
24663020,1930,3414.1,1930,18.1,63,18.4,2.1,1930,65,3.37,1945,55,2.83,272892,897
24663021,440,1716.1,440,12.5,69.3,17,2.8,430,0,0.00,415,10,2.41,440154,0
24663022,409,2784.2,405,12.3,71.6,17.3,2.7,410,5,1.22,395,0,0.00,314068,0
24663023,468,2460.6,470,13.8,70.2,16,3,465,10,2.15,490,0,0.00,339784,0
24663024,388,3356.4,390,16.7,65.4,17.9,3,390,5,1.28,335,0,0.00,350842,0
24663025,481,2667.8,480,13.5,62.5,22.9,2.7,480,5,1.04,515,15,2.91,328243,0
24663026,747,8355.7,750,20.7,69.3,10,3.4,750,25,3.33,710,20,2.82,371707,1117
24663027,466,2987.2,465,14,64.5,20.4,3.1,465,5,1.08,530,10,1.89,360336,0
24663028,702,4176.1,705,17,64.5,17.7,2.9,705,5,0.71,630,10,1.59,364340,1167
24663029,662,3170.5,660,18.2,66.7,15.9,3.2,655,5,0.76,670,0,0.00,365546,0
24663030,1357,2966.8,1360,18,73.5,7.7,3.6,1355,15,1.11,1385,35,2.53,758131,0
24663031,455,3616.9,455,16.5,69.2,14.3,3.1,455,0,0.00,525,0,0.00,371968,0
24663032,651,4308.4,650,18.5,74.6,6.9,3.7,650,5,0.77,555,65,11.71,581579,0
24663033,1424,3425.5,1425,19.3,71.2,9.5,3.8,1425,25,1.75,1475,45,3.05,761199,0
24663034,1111,4851.5,1110,11.3,55.4,33.3,2.3,1005,20,1.99,980,25,2.55,473513,1030
24663035,677,2815,675,13.3,68.9,18.5,2.5,675,20,2.96,640,10,1.56,494211,955
24663036,1927,4236.1,1930,20.5,65,14,2.4,1930,60,3.11,1965,55,2.80,315126,1006
24663037,427,2719.7,425,18.8,69.4,11.8,2.9,425,5,1.18,410,10,2.44,383287,0
24663038,549,3770.6,550,10.9,70,20,2.9,550,5,0.91,525,0,0.00,315036,0
24663039,459,3710.6,460,18.5,70.7,12,3.1,455,0,0.00,385,0,0.00,323293,0
24663040,461,2819.6,460,12,68.5,19.6,2.9,460,5,1.09,440,10,2.27,374443,0
24663041,481,2945.5,485,17.5,69.1,13.4,3.1,480,5,1.04,540,30,5.56,426404,0
24663042,335,3268.3,335,14.9,70.1,14.9,2.9,335,5,1.49,380,0,0.00,299162,0
24663043,377,2853.9,375,16,66.7,17.3,2.7,375,10,2.67,355,20,5.63,304380,0
24663044,450,3365.7,450,14.4,72.2,13.3,2.9,450,10,2.22,500,0,0.00,272237,0
24663045,582,3039.2,585,12.8,43.6,43.6,1.9,520,15,2.88,505,0,0.00,287835,1460
24663046,807,3451.7,805,8.7,42.2,49.7,1.7,805,10,1.24,660,0,0.00,283933,1256
24663047,468,2602.9,465,16.1,74.2,10.8,2,465,20,4.30,425,0,0.00,240709,874
24663048,678,3553.5,680,14.7,62.5,22.1,2.3,635,10,1.57,640,15,2.34,348887,885
24663049,949,4050.4,950,14.2,67.4,18.9,2,950,15,1.58,925,0,0.00,312434,882
24663050,696,1457,695,12.2,48.9,38.8,1.5,695,50,7.19,670,25,3.73,177895,630
24663051,689,4317,690,15.9,64.5,20.3,2.7,690,10,1.45,630,0,0.00,350061,945
24663052,451,2500,455,16.5,64.8,17.6,2.9,450,10,2.22,455,0,0.00,325351,0
24663053,1166,4247.7,1165,11.6,51.9,36.5,1.8,1170,25,2.14,1205,10,0.83,385972,956
24663054,771,1808.2,770,9.7,53.2,37,2.5,600,10,1.67,690,10,1.45,567751,711
24663055,586,2806.5,585,17.9,72.6,10.3,2.7,585,10,1.71,580,20,3.45,337019,0
24663056,596,3577.4,595,18.5,72.3,9.2,3.2,590,5,0.85,600,0,0.00,428115,0
24663057,1477,593.7,1475,20,66.8,13.2,3.3,1380,10,0.72,1395,50,3.58,562322,0
24663058,1096,2857.9,1100,20.5,74.5,4.5,3.4,1095,10,0.91,1155,20,1.73,505051,0
24663059,489,2379.6,490,17.3,73.5,8.2,3.1,490,5,1.02,450,0,0.00,388346,0
24663060,435,2919.5,435,14.9,71.3,12.6,2.9,435,0,0.00,430,0,0.00,391025,0
24663061,509,3187.2,510,16.7,65.7,17.6,2.7,510,0,0.00,500,0,0.00,354671,0
24663062,511,2804.6,510,15.7,69.6,14.7,2.6,510,0,0.00,570,0,0.00,297775,0
24663063,419,2789.6,420,14.3,67.9,17.9,2.7,420,5,1.19,470,0,0.00,316489,0
24663064,500,2965.6,500,14,71,14,2.3,490,0,0.00,450,0,0.00,313208,792
24663065,432,5767.7,435,14.9,70.1,13.8,1.9,420,5,1.19,420,0,0.00,536191,859
24663066,259,1821.4,260,15.4,67.3,15.4,2.3,260,5,1.92,230,0,0.00,420170,847
24663067,506,259.9,505,9.9,65.3,24.8,2,505,0,0.00,430,0,0.00,786614,692
24663068,1114,126.5,1115,22,66.8,11.7,2.7,1110,15,1.35,1140,115,10.09,454825,793
24663069,979,492.8,980,11.7,68.4,19.4,2.4,970,0,0.00,950,10,1.05,425411,750
24663070,426,2795.3,425,17.6,63.5,20,2.7,425,5,1.18,385,0,0.00,330823,0
24663071,386,2994.6,385,11.7,70.1,18.2,2.7,385,5,1.30,320,10,3.13,349603,0
24663072,491,3381.5,490,17.3,71.4,10.2,3.2,490,15,3.06,520,40,7.69,386797,0
24663073,551,2370.9,550,16.4,70.9,12.7,2.9,550,10,1.82,545,0,0.00,413685,0
